gene_idx,raw_train_pcc,direct_train_pcc,ridge_train_pcc,stack_train_pcc,decision
125,0.3874024450778961,0.4175530970096588,0.40882664918899536,0.4194083511829376,stack
126,0.35183843970298767,0.3929745852947235,0.3794473111629486,0.3858567774295807,stack
127,0.7462046146392822,0.7729151248931885,0.7280654907226562,0.7597083449363708,stack
128,0.1834261268377304,0.24031172692775726,0.16699020564556122,0.20244333148002625,direct(broken_raw)
129,0.06538406014442444,0.0897231251001358,0.07650507986545563,0.08325774222612381,stack
130,0.15930980443954468,0.19364279508590698,0.1815054565668106,0.19262777268886566,stack
131,0.7158091068267822,0.7401511073112488,0.7105903625488281,0.733090877532959,stack
132,0.33360737562179565,0.4273120164871216,0.3121429681777954,0.366895467042923,direct(broken_raw)
133,0.36057236790657043,0.3844115436077118,0.37382185459136963,0.3837336599826813,stack
134,0.07112454622983932,0.11352354288101196,0.08424318581819534,0.08694062381982803,stack
135,0.49497658014297485,0.5137126445770264,0.5046006441116333,0.5150627493858337,stack
136,0.31401023268699646,0.3440622389316559,0.37256669998168945,0.3748171329498291,stack
137,0.2319505512714386,0.26839253306388855,0.2686198651790619,0.27242833375930786,stack
138,0.038516901433467865,0.08700579404830933,0.0670488178730011,0.0640578493475914,stack
139,0.1931047886610031,0.2359941601753235,0.23444947600364685,0.2404232919216156,stack
140,0.14566978812217712,0.16376852989196777,0.21033960580825806,0.2127128392457962,stack
141,0.20838455855846405,0.2315610647201538,0.21051084995269775,0.23065094649791718,stack
142,0.2587416172027588,0.2895702123641968,0.2673749327659607,0.2790795862674713,stack
143,0.19841831922531128,0.23465347290039062,0.21728472411632538,0.23459169268608093,stack
144,0.20466740429401398,0.2730347216129303,0.2654103636741638,0.2806377708911896,direct(broken_raw)
145,0.18011152744293213,0.20395125448703766,0.18703249096870422,0.19853998720645905,stack
146,0.501010537147522,0.5389812588691711,0.5147534012794495,0.5333336591720581,stack
147,0.2578379809856415,0.2985019385814667,0.2927573323249817,0.2986584007740021,stack
148,0.23739811778068542,0.26252907514572144,0.2509550154209137,0.25976499915122986,stack
149,0.5325446128845215,0.5540125966072083,0.550383448600769,0.5597286224365234,stack
